SpecimenID,Family,Order,Genus,Species,SpeciesCode,j_fg,Site,Region,TL,SL,FL,wt,length.cm.,a..cm.,b..cm.,calc_wt,gh,gw,dissected_by,stomach_contents,prey_size,coll_notes,dis_notes,ga,gh_ratio,gw_ratio,ga_ratio,observer_id
KIF11_373,Cirrhitidae,Perciformes,Paracirrhites,arcatus,PA.ARCA,BI,40,HP.MF,103.2,82.6,103.2,17.7,NA,NA,NA,NA,18.5,15.5,KP,fish>25mm,,,,225.2129234,0.223970944,0.187651332,0.033009064,10
KIF11_374,Cirrhitidae,Perciformes,Paracirrhites,arcatus,PA.ARCA,BI,40,HP.MF,91,74.6,91,12.4,NA,NA,NA,NA,15.4,11.5,KP,prawn?,,,,139.0940147,0.206434316,0.154155496,0.024993714,10
KIF11_375,Cirrhitidae,Perciformes,Paracirrhites,arcatus,PA.ARCA,BI,40,HP.MF,91.1,74.5,91.1,13.9,NA,NA,NA,NA,15.1,15.4,KP,something in a hard tube casing,,,,182.6364889,0.202684564,0.206711409,0.032905993,10
KIF11_376,Cirrhitidae,Perciformes,Paracirrhites,arcatus,PA.ARCA,BI,40,HP.MF,NA,73.8,NA,11.3,NA,NA,NA,NA,13.8,11.6,KP,tail broken,,tail broken,tail broken,125.726538,0.18699187,0.157181572,0.023084168,10
KIF11_377,Cirrhitidae,Perciformes,Paracirrhites,arcatus,PA.ARCA,BI,40,HP.MF,76.5,64.1,71.7,9.3,NA,NA,NA,NA,9.5,7.8,AO/KP,crustacean<5mm,,tail broken,tail broken,58.19800391,0.148205928,0.121684867,0.014164199,5
KIF11_540,Cirrhitidae,Perciformes,Paracirrhites,arcatus,PA.ARCA,BI,40,HP.MF,109.2,89.9,NA,24.7,NA,NA,NA,NA,19.4,14.7,KP,stomach empty,,no fork,no fork,223.9798482,0.215795328,0.163515017,0.027713384,10
KIF12_015,Cirrhitidae,Perciformes,Paracirrhites,arcatus,PA.ARCA,BI,27,HP.HF,65.8,52,NA,4.8,NA,NA,NA,NA,10.5,10.3,SC,,NA,weight recorded on data sheet as 4.8; but presumably 48 (?),weight recorded on data sheet as 4.8; but presumably 48 (?),84.94081137,0.201923077,0.198076923,0.031413022,19
KIF12_030,Cirrhitidae,Perciformes,Paracirrhites,arcatus,PA.ARCA,BI,30,HP.HF,120,97,NA,26,NA,NA,NA,NA,11.6,18.3,RT,stematopod; baby mantis shrimp,NA,,,166.7243221,0.119587629,0.188659794,0.017719664,14
KIF12_181,Cirrhitidae,Perciformes,Paracirrhites,arcatus,PA.ARCA,BI,30,HP.HF,95.8,75.4,NA,15.3,NA,NA,NA,NA,16.2,16.9,MW,orange bits,,,,215.0263092,0.214854111,0.224137931,0.037822385,13
KIF12_183,Cirrhitidae,Perciformes,Paracirrhites,arcatus,PA.ARCA,BI,30,HP.HF,86.6,69.8,NA,11.7,NA,NA,NA,NA,17.8,16.9,AB,single shrimp, see photo,32.6mm,32.6mm,236.2634755,0.255014327,0.242120344,0.048493747,2
KIF12_405,Cirrhitidae,Perciformes,Paracirrhites,arcatus,PA.ARCA,BI,8,HP.LF,69.2,54.9,NA,4.95,NA,NA,NA,NA,13.3,15.1,GAJ,orangey-red,,,,157.7315132,0.242258652,0.275045537,0.052332777,6
KIF12_422,Cirrhitidae,Perciformes,Paracirrhites,arcatus,PA.ARCA,BI,30,HP.HF,78.4,63.35,NA,7.74,NA,NA,NA,NA,16.6,15.7,JD,crustacean remains,,,,204.6904693,0.262036306,0.247829519,0.051004017,9
KIF12_423,Cirrhitidae,Perciformes,Paracirrhites,arcatus,PA.ARCA,BI,30,HP.HF,64.5,51.4,NA,4.4,NA,NA,NA,NA,12.6,13.3,JD,crustacean remains,,Otoliths destroyed,Otoliths destroyed,131.6170242,0.245136187,0.258754864,0.049817947,9
KIF12_424,Cirrhitidae,Perciformes,Paracirrhites,arcatus,PA.ARCA,BI,30,HP.HF,75.7,62,NA,7.1,NA,NA,NA,NA,15.7,16.3,JD,pink stuff; ,,broken otolith,broken otolith,200.991244,0.253225806,0.262903226,0.052287004,9
KIF12_425,Cirrhitidae,Perciformes,Paracirrhites,arcatus,PA.ARCA,BI,6,HP.LF,50.5,42.2,NA,1.93,NA,NA,NA,NA,11.9,11.6,JD,pink stuff;,,Whole head retained (for otoliths); Whole body used for SI and split into only 2 muscle samples,Whole head retained (for otoliths); Whole body used for SI and split into only 2 muscle samples,108.4163625,0.281990521,0.274881517,0.060879339,9
KIF12_426,Cirrhitidae,Perciformes,Paracirrhites,arcatus,PA.ARCA,BI,6,HP.LF,59.4,47.9,NA,3.14,NA,NA,NA,NA,12.4,13.7,JD,crustacean remains,,Whole head retained (for otoliths),Whole head retained (for otoliths),133.42344,0.258872651,0.286012526,0.058151525,9
KIF12_427,Cirrhitidae,Perciformes,Paracirrhites,arcatus,PA.ARCA,BI,6,HP.LF,64.5,52.3,NA,3.8,NA,NA,NA,NA,14.4,13.8,JD,crustacean remains,,Whole head retained (for otoliths); Whole body used for SI and split into 3 muscle samples,Whole head retained (for otoliths); Whole body used for SI and split into 3 muscle samples,156.074323,0.275334608,0.263862333,0.057059516,9
KIF12_435,Cirrhitidae,Perciformes,Paracirrhites,arcatus,PA.ARCA,BI,30,HP.HF,49.7,41,NA,1.89,NA,NA,NA,NA,10.6,9.9,AB,crustacean remains,,whole body retained for muscle tissue,whole body retained for muscle tissue,82.41968327,0.258536585,0.241463415,0.049030151,2
KIF12_436,Cirrhitidae,Perciformes,Paracirrhites,arcatus,PA.ARCA,BI,27,HP.HF,64,51.7,NA,4.25,NA,NA,NA,NA,15,14.6,AB,tiny crustacean remains,,,,172.0021978,0.290135397,0.282398453,0.064350646,2
KIF12_451,Cirrhitidae,Perciformes,Paracirrhites,arcatus,PA.ARCA,BI,2,LP.MF,107.8,84.4,NA,23.61,NA,NA,NA,NA,20.5,21.8,AB,crustacean remains,,,,350.9944392,0.242890995,0.258293839,0.049273719,2
PARINS039,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,27,HP.HF,96.25,78.63,80.33,9.6,NA,NA,NA,NA,9.33,9.03,rowan.angeleen,NA,NA,NA,NA,66.16971673,0.118657001,0.114841663,0.010702438,25
KIF11_078,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,3,LP.MF,280,235,257,353,NA,NA,NA,NA,27.4,30,RT,crab and other crustacean remains,,,,645.5972903,0.116595745,0.127659574,0.011690309,14
KIF11_003,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,34,HP.LF,210,170,189,147.2,NA,NA,NA,NA,23.69,21.79,SC,guts gone - was gut shot,,date of processing not certain,date of processing not certain,405.4265375,0.139352941,0.128176471,0.0140286,19
KIF11_004,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,34,HP.LF,212,169,180,129,NA,NA,NA,NA,24.63,26.33,SC,crabs,,date of processing not certain,date of processing not certain,509.3369136,0.145739645,0.155798817,0.017833301,19
KIF11_006,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,34,HP.LF,293,236,257,405.7,NA,NA,NA,NA,31.71,33.6,SC,"1 crab carapace width 39mm; crab appendanges; 1 shrimp TL 29mml 1 crab carapace width 9.5mml 1 crab carapace width 7.8mm; 1 octopus width 3.5mm, min TL 49mm",,date of processing not certain,date of processing not certain,836.8071856,0.134364407,0.142372881,0.015024547,19
KIF11_009,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,30,HP.HF,327,260,285,565.5,NA,NA,NA,NA,30.14,40.86,SC,"Shrimp (20mm), fish larvae (30mm), 2 crabs, cephalopod","20, 30",date of processing not certain,date of processing not certain,967.2338603,0.115923077,0.157153846,0.014308193,19
KIF11_010,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,30,HP.HF,219,177,194,149.6,NA,NA,NA,NA,19.78,22.05,SC,UI'd goo,,date of processing not certain,date of processing not certain,342.5506236,0.111751412,0.124576271,0.010933979,19
KIF11_011,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,30,HP.HF,271,215,235,297,NA,NA,NA,NA,27.24,31.14,SC,35mm TK mantis shrimpl 20mm carapace crab; other crustacean remains; possibly fish tissue,,"no label in photo, photos on JKB's G12 in order fish were processed IMG_0986 to IMG_1018","no label in photo, photos on JKB's G12 in order fish were processed IMG_0986 to IMG_1018",666.2168195,0.126697674,0.144837209,0.014412479,19
KIF11_012,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,30,HP.HF,195,156,169,98.9,NA,NA,NA,NA,23.27,25.36,SC,2 crabs,,"no label in photo, photos on JKB's G12 in order fish were processed IMG_0986 to IMG_1018","no label in photo, photos on JKB's G12 in order fish were processed IMG_0986 to IMG_1018",463.4848191,0.149166667,0.162564103,0.019045234,19
KIF11_013,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,30,HP.HF,210,167,184,140.4,NA,NA,NA,NA,25.84,29.93,SC,shrimp,,"no label in photo, photos on JKB's G12 in order fish were processed IMG_0986 to IMG_1018","no label in photo, photos on JKB's G12 in order fish were processed IMG_0986 to IMG_1018",607.4200281,0.154730539,0.179221557,0.021779914,19
KIF11_015,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,34,HP.LF,249,203,221,227.4,NA,NA,NA,NA,25.58,31.96,SC,1 crab claw and unidentifiable goop,,"no label in photo, photos on JKB's G12 in order fish were processed IMG_0986 to IMG_1018","no label in photo, photos on JKB's G12 in order fish were processed IMG_0986 to IMG_1018",642.0919012,0.126009852,0.157438424,0.015581351,19
KIF11_029,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,9,HP.MF,275,222,235,315.3,NA,NA,NA,NA,27.54,21.54,JB,empty,,,,465.9073011,0.124054054,0.097027027,0.00945352,7
KIF11_038,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,30,HP.HF,265,223,227,236.6,NA,NA,NA,NA,28,29.3,,,,,,644.3406533,0.125560538,0.131390135,0.01295704,1
KIF11_046,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,27,HP.HF,256,210,226,252.6,NA,NA,NA,NA,22,32,SC,crab and shrimp parts,,,,552.920307,0.104761905,0.152380952,0.012537875,19
KIF11_047,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,27,HP.HF,355,298,320,690.8,NA,NA,NA,NA,31.4,35.4,RT,whole fish inside stomach of goatfish w/ TL of 45mm; decapod crustacean TL 50mm -> Note: both kept and crab pincer,,,,873.0171825,0.105369128,0.118791946,0.009830832,14
KIF11_048,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,27,HP.HF,230,184,206,191.4,NA,NA,NA,NA,18,24.5,JB/SC,2 crabs and assorted crustacean parts,,,,346.3605901,0.097826087,0.133152174,0.010230405,8
KIF11_049,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,27,HP.HF,120,98,107,24.3,NA,NA,NA,NA,12.5,13.5,SC/RT,one small crustacean,,,,132.5359401,0.12755102,0.137755102,0.013800077,21
KIF11_058,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,9,HP.MF,271,216,243,306.4,NA,NA,NA,NA,22.5,27.5,JB,1 shrimp TL 32mm; 1 digested fish min TL 23mm; 1 crab-carapace width 10mm,,,,485.9651136,0.104166667,0.127314815,0.010415919,7
KIF11_060,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,9,HP.MF,310,254,275,405.4,NA,NA,NA,NA,31.4,40.8,RT,2 shrimp: TL 30mm; 15mm. 2 crabs carapace 13mm and 9.5 width and other assorted crustacean parts,,,,1006.189295,0.123622047,0.160629921,0.015595965,14
KIF11_064,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,30,HP.HF,270,221,226,230.8,NA,NA,NA,NA,30,35.2,RT,digested tissue,,,,829.3804605,0.135746606,0.159276018,0.016981234,14
KIF11_086,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,35,HP.LF,305,243,265,413.8,NA,NA,NA,NA,26.6,36,SC,fish matter 31mm TL; crab carapace 5mm width; 2nd fish 23mm min TL,,,,752.0972813,0.109465021,0.148148148,0.012736833,19
KIF11_091,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,25,LP.MF,285,225,250,359.8,NA,NA,NA,NA,21,31.1,RT,empty,,,,512.9435405,0.093333333,0.138222222,0.010132218,14
KIF11_097,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,35,HP.LF,195,154,169,93,NA,NA,NA,NA,29.3,31.7,SC,digesting fish 9mm TLmm; numerous small crustaceans (only the eyes visible),,,,729.4856681,0.19025974,0.205844156,0.03075922,19
KIF11_122,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,38,LP.MF,226,180,200,145.8,NA,NA,NA,NA,21.4,29.4,,shrimp parts,,,,494.1411085,0.118888889,0.163333333,0.015251269,1
KIF11_124,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,38,LP.MF,270,214,236,230.2,NA,NA,NA,NA,32.7,33.6,,crustacean bits,,,,862.9326701,0.152803738,0.157009346,0.01884297,1
KIF11_125,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,38,LP.MF,193,156,169,92.2,NA,NA,NA,NA,24,22,,"shrimp, gastropod shells",,,,414.6902303,0.153846154,0.141025641,0.017040197,1
KIF11_126,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,38,LP.MF,324,257,283,489.4,NA,NA,NA,NA,40,45.6,,"crab (14mm wide), crustacean parts, caulerpa",,,,1432.56625,0.155642023,0.177431907,0.021689446,1
KIF11_127,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,38,LP.MF,247,201,22,208.4,NA,NA,NA,NA,24,29,,"crab (4mm, 7mm) various crustacean parts",,,,546.6371217,0.119402985,0.144278607,0.013530287,1
KIF11_134,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,33,HP.MF,205,162,183,110,NA,NA,NA,NA,22.6,24,,empty stomach,,,,425.9999638,0.139506173,0.148148148,0.01623228,1
KIF11_147,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,3,LP.MF,237,186,208,176,NA,NA,NA,NA,29.6,34.4,,"unidentifiable remains (polycheate), shrimp, and fish bits",,,,799.7238259,0.159139785,0.184946237,0.023116078,1
KIF11_151,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,3,LP.MF,186,152,164,85.6,NA,NA,NA,NA,21.5,22.5,,shrimp parts,,,,379.9363615,0.141447368,0.148026316,0.016444614,1
KIF11_160,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,27,HP.HF,250,205,222,258.6,NA,NA,NA,NA,28.2,29,,small amount of unidentifiable snot,,,,642.298618,0.137560976,0.141463415,0.015283727,1
KIF11_181,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,35,HP.LF,296,240,257,358.2,NA,NA,NA,NA,27.6,34.3,,"fish (41mm TL), crustacean (31mm TL)",,,,743.5207333,0.115,0.142916667,0.012908346,1
KIF11_182,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,35,HP.LF,315,257,283,175.1,NA,NA,NA,NA,39.8,37.3,,"twofish 40mm TL, 19mm TL; crustacean 29mm TL",,,,1165.954989,0.154863813,0.145136187,0.017652879,1
KIF11_191,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,3,LP.MF,295,238,254,324,NA,NA,NA,NA,31.8,36.6,RT/SC,crustacean parts,,,,914.1092144,0.133613445,0.153781513,0.016137794,18
KIF11_192,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,3,LP.MF,265,214,234,269.9,NA,NA,NA,NA,26.9,33.4,RT/SC,nothing obvious. Crustacean (?) eyeballs,,,,705.6488339,0.125700935,0.156074766,0.015408526,18
KIF11_202,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,3,LP.MF,262,222,240,292.5,NA,NA,NA,NA,28.9,34,RT/SC,severa; crabs 3-5mm carapace width and other crustacean bits,5mm,"tail was damaged, TL is a minimum","tail was damaged, TL is a minimum",771.7322354,0.13018018,0.153153153,0.01565888,18
KIF11_203,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,3,LP.MF,278,222,245,311.6,NA,NA,NA,NA,28.5,37.6,RT/SC,crab 8mm carapace and other crustacean bits,8mm,,,841.6326719,0.128378378,0.169369369,0.017077199,18
KIF11_204,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,3,LP.MF,250,203,226,234.5,NA,NA,NA,NA,26.3,32.7,RT/SC,"2 crabs 4mm wide and 1 srhimp 11mm, crustacean bits",11mm,,,675.4502745,0.12955665,0.161083744,0.016390844,18
KIF11_205,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,3,LP.MF,270,217,241,306.5,NA,NA,NA,NA,28.6,33.5,RT/SC,"Mantis shrimp 3cm, crab with 7mm carapace, crustacean crumbs",30mm,,,752.4899804,0.131797235,0.15437788,0.015980165,18
KIF11_237,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,40,HP.MF,282,223,252,279,NA,NA,NA,NA,32.7,36.7,RT/SC,"crab remains, >2 individuals",10mm,,,942.5484819,0.146636771,0.164573991,0.018953699,18
KIF11_238,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,40,HP.MF,267,215,239,230.6,NA,NA,NA,NA,34.3,38.7,RT/SC,"crustaceans, crabs, 3 individuals ",4mm,,,1042.545376,0.159534884,0.18,0.022553713,18
KIF11_240,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,40,HP.MF,211,169,189,116.2,NA,NA,NA,NA,27.1,29,RT/SC,">1 crustaceans, 1 crab obvious",6mm,,,617.2444166,0.16035503,0.171597633,0.021611443,18
KIF11_241,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,40,HP.MF,199,158,176,92.9,NA,NA,NA,NA,27,27,RT/SC,"crustacean remains, 2 crabs",10mm,,,572.5552611,0.170886076,0.170886076,0.022935237,18
KIF11_244,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,40,HP.MF,305,246,270,426.5,NA,NA,NA,NA,38,40.3,RT/SC,"crustacean parts not measured, 1 bit of fish",11mm,,,1202.758747,0.154471545,0.163821138,0.019875054,18
KIF11_474,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,11,LP.LF,250,199,218,192,NA,NA,NA,NA,32.7,31.7,RT/SC,"crabs 11 and 9 mm, shrimp 25 and 12mm",25,,,814.1358822,0.164321608,0.159296482,0.020558468,18
KIF11_435,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,9,HP.MF,240,194,217,193.9,NA,NA,NA,NA,28.6,28.5,RT/SC,"mantis shrimp 4mm, fish 26mm, 8mm crab",26,,,640.178043,0.14742268,0.146907216,0.017009726,18
KIF11_436,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,9,HP.MF,206,168,179,109.5,NA,NA,NA,NA,20,22.6,RT/SC,numerous small crustaceans <4mm,<4mm,,,354.9999699,0.119047619,0.13452381,0.012577947,18
KIF11_437,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,9,HP.MF,247,195,212,201.1,NA,NA,NA,NA,27.7,23.6,RT/SC,shrimp 26 and 18mm and mush,26,,,513.4304874,0.142051282,0.121025641,0.013502445,18
KIF11_438,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,9,HP.MF,117,94,102,19.2,NA,NA,NA,NA,11.2,12.4,RT/SC,small shrimps,<4mm,,,109.0760969,0.119148936,0.131914894,0.012344511,18
KIF11_475,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,11,LP.LF,284,235,248,317.4,NA,NA,NA,NA,28.5,34.9,RT/SC,"crab, crustacean crumbs",6mm,,,781.1962832,0.121276596,0.148510638,0.0141457,18
KIF11_289,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,10,LP.LF,262,212,230,248.1,NA,NA,NA,NA,28,28,RT/SC,empty,,,,615.7521601,0.132075472,0.132075472,0.013700431,18
KIF11_292,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,10,LP.LF,267,209,230,218.5,NA,NA,NA,NA,32.6,37,RT/SC,"fish 24 mm, crab 8mm",24,,,947.3472647,0.155980861,0.177033493,0.021687857,18
KIF11_298,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,11,LP.LF,240,187,210,166.2,NA,NA,NA,NA,30.4,33,RT/SC,empty,,,,787.9114375,0.162566845,0.176470588,0.022531712,18
KIF11_299,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,11,LP.LF,274,219,242,263.4,NA,NA,NA,NA,30.2,33.6,RT/SC,"fish 34mm, crab 11mm, and gunk",34,,,796.9592244,0.137899543,0.153424658,0.016616818,18
KIF11_300,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,11,LP.LF,227,184,197,131.9,NA,NA,NA,NA,25.5,29.4,RT/SC,"crab, shrimps x3, gastropods x2, all <5mm",<5mm,,,588.8130031,0.138586957,0.159782609,0.017391688,18
KIF11_346,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,11,LP.LF,212,177,186,112.8,NA,NA,NA,NA,23.5,24,KP,saw a pincer/collected sample but not much there,,"CHECK WITH KELSEA - NOTES SAY SHOT THROUGH HEAD, BUT NOT CLEAR FROM PHOTO. shot through head","CHECK WITH KELSEA - NOTES SAY SHOT THROUGH HEAD, BUT NOT CLEAR FROM PHOTO. shot through head",442.9645642,0.132768362,0.13559322,0.014139122,10
KIF11_347,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,11,LP.LF,194,157,173,78.1,NA,NA,NA,NA,16.8,18,KP,otolith?,,CHECK WITH KELSEA - INTERPRETATION OF 'lots of intenstinal stuff',CHECK WITH KELSEA - INTERPRETATION OF 'lots of intenstinal stuff',237.5044046,0.107006369,0.114649682,0.009635458,10
KIF11_1086,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,27,HP.HF,71.7,59.7,63,4.4,NA,NA,NA,NA,4.1,4.9,AO/KP,whole stomach retained,,,,15.7786491,0.068676717,0.082077052,0.004427119,5
KIF12_150,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,6,HP.LF,143.5,113.6,131.3,34.6,NA,NA,NA,NA,18.4,18.1,AB,crustacean remains,NA,,,261.5690043,0.161971831,0.159330986,0.020268874,2
KIF12_151,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,6,HP.LF,173,157,193,88,NA,NA,NA,NA,24.6,28.4,LW,crab and shrimp pieces,NA,,,548.7105729,0.156687898,0.18089172,0.022260967,12
KIF12_159,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,6,HP.LF,153.3,121.3,143.4,43.6,NA,NA,NA,NA,17.9,20.6,AB,crustacean remains,NA,,,289.6077188,0.147568013,0.169826876,0.019682875,2
KIF12_166,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,40,HP.MF,199,159,180,85.8,NA,NA,NA,NA,13.6,11.3,AB,3 shrimp; 1 crab; hard shell; see photo,shrimp: 26.3mm; 21.6mm,,,120.6999898,0.085534591,0.071069182,0.004774336,2
KIF12_172,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,40,HP.MF,236,193,212,159.1,NA,NA,NA,NA,31.1,37,AB,crustacean remains (shrimp eyes x9 pairs; legs) see photo,,,,903.7576666,0.161139896,0.191709845,0.024262602,2
KIF12_179,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,30,HP.HF,132.1,102.7,118.8,25,NA,NA,NA,NA,15.7,18,LW,ball of crustacean remains,,,,221.953521,0.152872444,0.17526777,0.021043654,12
KIF12_180,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,30,HP.HF,93.2,72.1,84.6,9.4,NA,NA,NA,NA,10.6,11.7,AB,reddish green goop,,,,97.40508022,0.147018031,0.162274619,0.018737476,2
KIF12_205,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,30,HP.HF,133.2,106,117.5,29.2,NA,NA,NA,NA,18.6,18.5,SC,small crustacean parts,,,,270.255508,0.175471698,0.174528302,0.024052644,19
KIF12_211,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,33,HP.MF,143.8,114.9,127,35,NA,NA,NA,NA,22.2,26.4,AB,shrimp,11cm,,,460.3061556,0.193211488,0.229765013,0.034866369,2
KIF12_212,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,33,HP.MF,136.7,105.5,120.3,33.6,NA,NA,NA,NA,14.3,16.7,MW,shrimp bits,,,,187.5609354,0.135545024,0.158293839,0.016851458,13
KIF12_213,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,33,HP.MF,131.8,113.3,118.1,25.6,NA,NA,NA,NA,18.7,18.7,SC,unID'd bits in pink goo ,,,,274.6458838,0.165048544,0.165048544,0.021395048,19
KIF12_214,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,33,HP.MF,169,143,154,59.5,NA,NA,NA,NA,23.5,26.6,AB,crabs(2),shrimp bits(2-3); eyes, legs etc. see photo, legs etc. see photo,490.9523919,0.164335664,0.186013986,0.024008626,2
KIF12_229,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,6,HP.LF,173,134.3,126.1,67,NA,NA,NA,NA,27.1,29.4,LW,decapod remains,,,,625.7581327,0.201787044,0.218912882,0.034694008,12
KIF12_272,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,8,HP.LF,147.6,118.8,135.4,42.9,NA,NA,NA,NA,17,19.1,AB,scattered crustacean remains,,,,255.0187837,0.143097643,0.160774411,0.018069215,2
KIF12_274,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,8,HP.LF,186,145,166,78.3,NA,NA,NA,NA,23.5,26.1,AB,crustacean remains,,,,481.7239635,0.162068966,0.18,0.02291196,2
KIF12_298,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,3,LP.MF,220,174,190,137.7,NA,NA,NA,NA,31.1,32.5,SC,1 crab, crustacean bits,crab:9mm ,crab:9mm ,793.8411937,0.178735632,0.186781609,0.026220148,19
KIF12_301,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,3,LP.MF,159,129,138,47,NA,NA,NA,NA,19,22.6,LW,very digested crustacean bits,,,,337.2499714,0.147286822,0.175193798,0.020266208,12
KIF12_303,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,3,LP.MF,162.1,132.5,149.4,49.2,NA,NA,NA,NA,21.6,22.6,AB,mushed crustacean, orange bits,,,383.3999674,0.163018868,0.170566038,0.021838375,2
KIF12_321,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,15,LP.LF,311,253,277,440,NA,NA,NA,NA,40,45.1,LW,crustacean remains,,otolith in pieces,otolith in pieces,1416.858287,0.158102767,0.17826087,0.022135298,12
KIF12_322,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,19,LP.LF,217,180,194,138.4,NA,NA,NA,NA,27.1,27.2,AB,1 set of pincers,,,,578.9326942,0.150555556,0.151111111,0.017868293,2
KIF12_326,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,15,LP.LF,246,199,221,240,NA,NA,NA,NA,29.4,31.1,AB,empty stomach,,,,718.1209567,0.147738693,0.156281407,0.01813391,2
KIF12_330,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,15,LP.LF,248,200,214,168.5,NA,NA,NA,NA,34,37.8,SC,crabs,,,,1009.39372,0.17,0.189,0.025234843,19
